rank_by_qubo_score,selected_leds,bitstring,qubo_score,qubo_energy,qaoa_qubo_energy,num_selected_leds,power_consumption_ratio,qaoa_count,qaoa_probability,coverage_rate,power_uniformity,snr_uniformity,snr_threshold_db,mean_snr_db,min_snr_db,max_snr_db,mean_received_power,min_received_power,max_received_power
36,3-5-12-13-15,b_0010100000011010,0.6955744057760601,-0.6955744057760601,-0.6955744057760601,5,0.3125,6,0.000732421875,0.962,0.0,0.0,13.6,28.465595090415476,-300.0,32.22862452989777,8.196615684453613e-06,0.0,1.864716420315911e-05
37,3-5-8-14-16,b_0010100100000101,0.6955744057760601,-0.6955744057760601,-0.6955744057760601,5,0.3125,6,0.000732421875,0.962,0.0,0.0,13.6,28.465595090415476,-300.0,32.22862452989777,8.196615684453613e-06,0.0,1.8647164203159112e-05
38,2-8-9-14-16,b_0100000110000101,0.6955744057760601,-0.6955744057760601,-0.6955744057760601,5,0.3125,2,0.000244140625,0.962,0.0,0.0,13.6,28.465595090415476,-300.0,32.22862452989777,8.196615684453613e-06,0.0,1.864716420315911e-05
39,1-3-9-12-14,b_1010000010010100,0.69557440577606,-0.69557440577606,-0.69557440577606,5,0.3125,7,0.0008544921875,0.962,0.0,0.0,13.6,28.465595090415476,-300.0,32.22862452989777,8.196615684453613e-06,0.0,1.864716420315911e-05
40,2-5-8-13-15,b_0100100100001010,0.69557440577606,-0.69557440577606,-0.69557440577606,5,0.3125,4,0.00048828125,0.962,0.0,0.0,13.6,28.465595090415476,-300.0,32.22862452989777,8.196615684453613e-06,0.0,1.8647164203159112e-05
41,2-4-5-12-14,b_0101100000010100,0.6955744057760599,-0.6955744057760599,-0.6955744057760599,5,0.3125,5,0.0006103515625,0.962,0.0,0.0,13.6,28.465595090415476,-300.0,32.22862452989777,8.196615684453613e-06,0.0,1.864716420315911e-05
42,2-4-9-12-15,b_0101000010010010,0.6955744057760599,-0.6955744057760599,-0.6955744057760599,5,0.3125,6,0.000732421875,0.962,0.0,0.0,13.6,28.465595090415476,-300.0,32.22862452989777,8.196615684453613e-06,0.0,1.864716420315911e-05
43,1-3-10-13-16,b_1010000001001001,0.6948765799321605,-0.6948765799321605,-0.6948765799321605,5,0.3125,2,0.000244140625,0.9704,0.0,0.0,13.6,28.36607327883013,-300.0,32.195185697334516,8.072562914679142e-06,0.0,1.8433277489088732e-05
44,1-8-10-13-16,b_1000000101001001,0.6948765799321605,-0.6948765799321605,-0.6948765799321605,5,0.3125,1,0.0001220703125,0.9704,0.0,0.0,13.6,28.36607327883013,-300.0,32.195185697334516,8.072562914679142e-06,0.0,1.8433277489088732e-05
45,1-4-6-12-13,b_1001010000011000,0.6948765799321603,-0.6948765799321603,-0.6948765799321603,5,0.3125,5,0.0006103515625,0.9704,0.0,0.0,13.6,28.36607327883013,-300.0,32.195185697334516,8.072562914679144e-06,0.0,1.8433277489088732e-05
46,1-4-6-13-15,b_1001010000001010,0.6948765799321603,-0.6948765799321603,-0.6948765799321603,5,0.3125,1,0.0001220703125,0.9704,0.0,0.0,13.6,28.36607327883013,-300.0,32.195185697334516,8.072562914679142e-06,0.0,1.8433277489088732e-05
47,1-4-7-9-16,b_1001001010000001,0.6948765799321603,-0.6948765799321603,-0.6948765799321603,5,0.3125,3,0.0003662109375,0.9704,0.0,0.0,13.6,28.36607327883013,-300.0,32.195185697334516,8.072562914679142e-06,0.0,1.8433277489088732e-05
48,4-5-11-13-16,b_0001100000101001,0.6948765799321603,-0.6948765799321603,-0.6948765799321603,5,0.3125,2,0.000244140625,0.9704,0.0,0.0,13.6,28.36607327883013,-300.0,32.195185697334516,8.072562914679144e-06,0.0,1.8433277489088735e-05
49,1-4-7-14-16,b_1001001000000101,0.6948765799321603,-0.6948765799321603,-0.6948765799321603,5,0.3125,1,0.0001220703125,0.9704,0.0,0.0,13.6,28.36607327883013,-300.0,32.195185697334516,8.072562914679142e-06,0.0,1.8433277489088732e-05
50,2-4-11-13-16,b_0101000000101001,0.6948765799321602,-0.6948765799321602,-0.6948765799321602,5,0.3125,5,0.0006103515625,0.9704,0.0,0.0,13.6,28.36607327883013,-300.0,32.195185697334516,8.072562914679144e-06,0.0,1.8433277489088735e-05
51,3-5-12-14,b_0010100000010100,0.6944905819054683,-0.6944905819054683,-0.6944905819054683,4,0.25,16,0.001953125,0.9376,0.0,0.0,13.6,27.362051374769884,-300.0,31.666445340211013,6.664503714381795e-06,0.0,1.5662693731605117e-05
52,2-8-9-15,b_0100000110000010,0.6944905819054683,-0.6944905819054683,-0.6944905819054683,4,0.25,18,0.002197265625,0.9376,0.0,0.0,13.6,27.362051374769884,-300.0,31.666445340211013,6.664503714381795e-06,0.0,1.5662693731605117e-05
53,1-3-13-16,b_1010000000001001,0.6869202652693206,-0.6869202652693206,-0.6869202652693206,4,0.25,38,0.004638671875,0.9704,0.0,0.0,13.6,26.882716882955435,-300.0,31.84209840998485,6.262461838810902e-06,0.0,1.6474704132698466e-05
54,1-8-13-16,b_1000000100001001,0.6869202652693206,-0.6869202652693206,-0.6869202652693206,4,0.25,38,0.004638671875,0.9704,0.0,0.0,13.6,26.882716882955435,-300.0,31.84209840998485,6.262461838810902e-06,0.0,1.6474704132698466e-05
55,1-4-12-13,b_1001000000011000,0.6869202652693205,-0.6869202652693205,-0.6869202652693205,4,0.25,42,0.005126953125,0.9704,0.0,0.0,13.6,26.882716882955435,-300.0,31.84209840998485,6.262461838810902e-06,0.0,1.6474704132698466e-05
56,1-4-13-15,b_1001000000001010,0.6869202652693205,-0.6869202652693205,-0.6869202652693205,4,0.25,30,0.003662109375,0.9704,0.0,0.0,13.6,26.882716882955435,-300.0,31.84209840998485,6.262461838810902e-06,0.0,1.6474704132698466e-05
57,1-4-9-16,b_1001000010000001,0.6869202652693205,-0.6869202652693205,-0.6869202652693205,4,0.25,32,0.00390625,0.9704,0.0,0.0,13.6,26.882716882955435,-300.0,31.84209840998485,6.262461838810902e-06,0.0,1.6474704132698466e-05
58,4-5-13-16,b_0001100000001001,0.6869202652693205,-0.6869202652693205,-0.6869202652693205,4,0.25,29,0.0035400390625,0.9704,0.0,0.0,13.6,26.882716882955435,-300.0,31.84209840998485,6.262461838810902e-06,0.0,1.6474704132698466e-05
59,1-4-14-16,b_1001000000000101,0.6869202652693205,-0.6869202652693205,-0.6869202652693205,4,0.25,25,0.0030517578125,0.9704,0.0,0.0,13.6,26.882716882955435,-300.0,31.84209840998485,6.262461838810902e-06,0.0,1.6474704132698466e-05
60,2-4-13-16,b_0101000000001001,0.6869202652693203,-0.6869202652693203,-0.6869202652693203,4,0.25,27,0.0032958984375,0.9704,0.0,0.0,13.6,26.882716882955435,-300.0,31.84209840998485,6.262461838810902e-06,0.0,1.6474704132698466e-05
61,1-3-8-10-13-16,b_1010000101001001,0.6860584491410788,-0.6860584491410788,-0.6860584491410788,6,0.375,1,0.0001220703125,0.9932,0.0,0.0,13.6,29.338943480489817,-300.0,32.22862452989777,9.738688843274592e-06,0.0,1.8647164203159112e-05
62,1-4-7-9-14-16,b_1001001010000101,0.6860584491410788,-0.6860584491410788,-0.6860584491410788,6,0.375,1,0.0001220703125,0.9932,0.0,0.0,13.6,29.338943480489817,-300.0,32.22862452989777,9.738688843274592e-06,0.0,1.864716420315911e-05
63,1-4-6-12-13-15,b_1001010000011010,0.6860584491410787,-0.6860584491410787,-0.6860584491410787,6,0.375,1,0.0001220703125,0.9932,0.0,0.0,13.6,29.338943480489817,-300.0,32.22862452989777,9.73868884327459e-06,0.0,1.864716420315911e-05
64,1-3-12-13,b_1010000000011000,0.6850952440699305,-0.6850952440699305,-0.6850952440699305,4,0.25,19,0.0023193359375,0.9548,0.0,0.0,13.6,27.053652267106756,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
65,1-4-12-14,b_1001000000010100,0.6850952440699305,-0.6850952440699305,-0.6850952440699305,4,0.25,23,0.0028076171875,0.9548,0.0,0.0,13.6,27.053652267106756,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
66,1-8-13-15,b_1000000100001010,0.6850952440699305,-0.6850952440699305,-0.6850952440699305,4,0.25,22,0.002685546875,0.9548,0.0,0.0,13.6,27.053652267106756,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
67,3-5-13-16,b_0010100000001001,0.6850952440699305,-0.6850952440699305,-0.6850952440699305,4,0.25,28,0.00341796875,0.9548,0.0,0.0,13.6,27.053652267106756,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
68,2-8-13-16,b_0100000100001001,0.6850952440699305,-0.6850952440699305,-0.6850952440699305,4,0.25,25,0.0030517578125,0.9548,0.0,0.0,13.6,27.053652267106756,-300.0,31.84209840998485,6.396475797334535e-06,0.0,1.6474704132698466e-05
69,4-5-14-16,b_0001100000000101,0.6850952440699305,-0.6850952440699305,-0.6850952440699305,4,0.25,21,0.0025634765625,0.9548,0.0,0.0,13.6,27.053652267106756,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
70,1-4-9-15,b_1001000010000010,0.6850952440699304,-0.6850952440699304,-0.6850952440699304,4,0.25,28,0.00341796875,0.9548,0.0,0.0,13.6,27.053652267106756,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
71,2-4-9-16,b_0101000010000001,0.6850952440699304,-0.6850952440699304,-0.6850952440699304,4,0.25,26,0.003173828125,0.9548,0.0,0.0,13.6,27.053652267106756,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
72,1-3-8-9-16,b_1010000110000001,0.682148970940309,-0.682148970940309,-0.682148970940309,5,0.3125,5,0.0006103515625,0.9636,0.0,0.0,13.6,28.360729912138183,-300.0,32.22862452989777,8.062601725929983e-06,0.0,1.8647164203159112e-05
73,1-3-8-14-16,b_1010000100000101,0.682148970940309,-0.682148970940309,-0.682148970940309,5,0.3125,4,0.00048828125,0.9636,0.0,0.0,13.6,28.360729912138183,-300.0,32.22862452989777,8.062601725929983e-06,0.0,1.8647164203159112e-05
74,1-3-9-14-16,b_1010000010000101,0.682148970940309,-0.682148970940309,-0.682148970940309,5,0.3125,4,0.00048828125,0.9636,0.0,0.0,13.6,28.360729912138183,-300.0,32.22862452989777,8.062601725929983e-06,0.0,1.864716420315911e-05
75,1-8-9-14-16,b_1000000110000101,0.682148970940309,-0.682148970940309,-0.682148970940309,5,0.3125,5,0.0006103515625,0.9636,0.0,0.0,13.6,28.360729912138183,-300.0,32.22862452989777,8.062601725929983e-06,0.0,1.864716420315911e-05
76,2-4-5-12-13,b_0101100000011000,0.6821489709403088,-0.6821489709403088,-0.6821489709403088,5,0.3125,9,0.0010986328125,0.9636,0.0,0.0,13.6,28.360729912138183,-300.0,32.22862452989777,8.062601725929983e-06,0.0,1.8647164203159112e-05
77,2-4-5-13-15,b_0101100000001010,0.6821489709403088,-0.6821489709403088,-0.6821489709403088,5,0.3125,9,0.0010986328125,0.9636,0.0,0.0,13.6,28.360729912138183,-300.0,32.22862452989777,8.062601725929981e-06,0.0,1.8647164203159112e-05
78,2-4-12-13-15,b_0101000000011010,0.6821489709403088,-0.6821489709403088,-0.6821489709403088,5,0.3125,3,0.0003662109375,0.9636,0.0,0.0,13.6,28.360729912138183,-300.0,32.22862452989777,8.062601725929983e-06,0.0,1.864716420315911e-05
79,4-5-12-13-15,b_0001100000011010,0.6821489709403088,-0.6821489709403088,-0.6821489709403088,5,0.3125,4,0.00048828125,0.9636,0.0,0.0,13.6,28.360729912138183,-300.0,32.22862452989777,8.062601725929983e-06,0.0,1.864716420315911e-05
80,3-5-14-16,b_0010100000000101,0.6812829818936059,-0.6812829818936059,-0.6812829818936059,4,0.25,26,0.003173828125,0.9392,0.0,0.0,13.6,27.227039428389137,-300.0,31.84209840998485,6.530489755858164e-06,0.0,1.6474704132698466e-05
81,3-5-12-13,b_0010100000011000,0.6812829818936058,-0.6812829818936058,-0.6812829818936058,4,0.25,22,0.002685546875,0.9392,0.0,0.0,13.6,27.227039428389137,-300.0,31.84209840998485,6.530489755858165e-06,0.0,1.6474704132698466e-05
82,1-3-12-14,b_1010000000010100,0.6812829818936058,-0.6812829818936058,-0.6812829818936058,4,0.25,14,0.001708984375,0.9392,0.0,0.0,13.6,27.227039428389137,-300.0,31.84209840998485,6.530489755858164e-06,0.0,1.6474704132698466e-05
83,4-5-12-14,b_0001100000010100,0.6812829818936058,-0.6812829818936058,-0.6812829818936058,4,0.25,14,0.001708984375,0.9392,0.0,0.0,13.6,27.227039428389137,-300.0,31.84209840998485,6.530489755858164e-06,0.0,1.6474704132698466e-05
84,1-8-9-15,b_1000000110000010,0.6812829818936058,-0.6812829818936058,-0.6812829818936058,4,0.25,13,0.0015869140625,0.9392,0.0,0.0,13.6,27.227039428389137,-300.0,31.84209840998485,6.530489755858165e-06,0.0,1.6474704132698466e-05
85,2-8-13-15,b_0100000100001010,0.6812829818936058,-0.6812829818936058,-0.6812829818936058,4,0.25,19,0.0023193359375,0.9392,0.0,0.0,13.6,27.227039428389137,-300.0,31.84209840998485,6.530489755858164e-06,0.0,1.6474704132698466e-05
86,2-8-9-16,b_0100000110000001,0.6812829818936058,-0.6812829818936058,-0.6812829818936058,4,0.25,24,0.0029296875,0.9392,0.0,0.0,13.6,27.227039428389137,-300.0,31.84209840998485,6.530489755858164e-06,0.0,1.6474704132698466e-05
87,2-4-9-15,b_0101000010000010,0.6812829818936057,-0.6812829818936057,-0.6812829818936057,4,0.25,23,0.0028076171875,0.9392,0.0,0.0,13.6,27.227039428389137,-300.0,31.84209840998485,6.530489755858164e-06,0.0,1.6474704132698466e-05
88,1-3-10-12-13,b_1010000001011000,0.6734739827023062,-0.6734739827023062,-0.6734739827023062,5,0.3125,1,0.0001220703125,0.9564,0.0,0.0,13.6,28.485571451983592,-300.0,32.230746051202345,8.206576873202774e-06,0.0,1.866092993272359e-05
89,1-4-6-12-14,b_1001010000010100,0.6734739827023062,-0.6734739827023062,-0.6734739827023062,5,0.3125,1,0.0001220703125,0.9564,0.0,0.0,13.6,28.485571451983592,-300.0,32.230746051202345,8.206576873202774e-06,0.0,1.8660929932723586e-05
90,1-4-7-9-15,b_1001001010000010,0.6734739827023062,-0.6734739827023062,-0.6734739827023062,5,0.3125,1,0.0001220703125,0.9564,0.0,0.0,13.6,28.485571451983592,-300.0,32.230746051202345,8.206576873202774e-06,0.0,1.8660929932723586e-05
91,1-6-8-13-15,b_1000010100001010,0.6734739827023062,-0.6734739827023062,-0.6734739827023062,5,0.3125,3,0.0003662109375,0.9564,0.0,0.0,13.6,28.485571451983592,-300.0,32.230746051202345,8.206576873202774e-06,0.0,1.8660929932723586e-05
92,2-8-10-13-16,b_0100000101001001,0.6734739827023062,-0.6734739827023062,-0.6734739827023062,5,0.3125,3,0.0003662109375,0.9564,0.0,0.0,13.6,28.485571451983592,-300.0,32.230746051202345,8.206576873202774e-06,0.0,1.8660929932723586e-05
93,3-5-11-13-16,b_0010100000101001,0.6734739827023062,-0.6734739827023062,-0.6734739827023062,5,0.3125,2,0.000244140625,0.9564,0.0,0.0,13.6,28.485571451983592,-300.0,32.230746051202345,8.206576873202774e-06,0.0,1.866092993272359e-05
94,1-8-9-16,b_1000000110000001,0.6660881409048087,-0.6660881409048087,-0.6660881409048087,4,0.25,18,0.002197265625,0.9408,0.0,0.0,13.6,27.091622934930175,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
95,1-3-14-16,b_1010000000000101,0.6660881409048087,-0.6660881409048087,-0.6660881409048087,4,0.25,18,0.002197265625,0.9408,0.0,0.0,13.6,27.091622934930175,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
96,4-5-12-13,b_0001100000011000,0.6660881409048085,-0.6660881409048085,-0.6660881409048085,4,0.25,16,0.001953125,0.9408,0.0,0.0,13.6,27.091622934930175,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
97,2-4-13-15,b_0101000000001010,0.6660881409048084,-0.6660881409048084,-0.6660881409048084,4,0.25,25,0.0030517578125,0.9408,0.0,0.0,13.6,27.091622934930175,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
98,1-3-13-15,b_1010000000001010,0.6643876681076346,-0.6643876681076346,-0.6643876681076346,4,0.25,19,0.0023193359375,0.9264,0.0,0.0,13.6,27.10522135228485,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
99,5-8-13-16,b_0000100100001001,0.6643876681076346,-0.6643876681076346,-0.6643876681076346,4,0.25,15,0.0018310546875,0.9264,0.0,0.0,13.6,27.10522135228485,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
100,1-4-9-12,b_1001000010010000,0.6643876681076345,-0.6643876681076345,-0.6643876681076345,4,0.25,18,0.002197265625,0.9264,0.0,0.0,13.6,27.10522135228485,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
101,2-4-14-16,b_0101000000000101,0.6643876681076344,-0.6643876681076344,-0.6643876681076344,4,0.25,24,0.0029296875,0.9264,0.0,0.0,13.6,27.10522135228485,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
102,1-4-7-9-13-16,b_1001001010001001,0.6621597527614261,-0.6621597527614261,-0.6621597527614261,6,0.375,1,0.0001220703125,1.0,0.17248040108398563,0.04704225559957943,13.6,29.21377791738547,15.938659290193286,32.65175416437761,9.60467488475096e-06,1.656618176403129e-06,2.1980401879413807e-05
103,1-3-4-10-13-16,b_1011000001001001,0.6621597527614261,-0.6621597527614261,-0.6621597527614261,6,0.375,1,0.0001220703125,1.0,0.17248040108398563,0.04704225559957944,13.6,29.21377791738547,15.938659290193286,32.65175416437761,9.60467488475096e-06,1.656618176403129e-06,2.1980401879413807e-05
104,1-2-8-13-16,b_1100000100001001,0.6613330684455877,-0.6613330684455877,-0.6613330684455877,5,0.3125,4,0.00048828125,0.9844,0.0,0.0,13.6,28.167073151446846,-300.0,32.65175416437761,7.928587767406351e-06,0.0,2.1980401879413807e-05
105,1-3-12-13-16,b_1010000000011001,0.6613330684455877,-0.6613330684455877,-0.6613330684455877,5,0.3125,5,0.0006103515625,0.9844,0.0,0.0,13.6,28.167073151446843,-300.0,32.65175416437761,7.928587767406351e-06,0.0,2.1980401879413807e-05
106,1-4-12-13-14,b_1001000000011100,0.6613330684455876,-0.6613330684455876,-0.6613330684455876,5,0.3125,3,0.0003662109375,0.9844,0.0,0.0,13.6,28.167073151446846,-300.0,32.65175416437761,7.928587767406351e-06,0.0,2.1980401879413807e-05
107,1-4-8-13-15,b_1001000100001010,0.6613330684455876,-0.6613330684455876,-0.6613330684455876,5,0.3125,9,0.0010986328125,0.9844,0.0,0.0,13.6,28.167073151446846,-300.0,32.65175416437761,7.92858776740635e-06,0.0,2.1980401879413807e-05
108,3-4-5-13-16,b_0011100000001001,0.6613330684455876,-0.6613330684455876,-0.6613330684455876,5,0.3125,6,0.000732421875,0.9844,0.0,0.0,13.6,28.167073151446846,-300.0,32.65175416437761,7.92858776740635e-06,0.0,2.1980401879413807e-05
109,2-4-9-13-16,b_0101000010001001,0.6613330684455876,-0.6613330684455876,-0.6613330684455876,5,0.3125,3,0.0003662109375,0.9844,0.0,0.0,13.6,28.167073151446846,-300.0,32.65175416437761,7.928587767406353e-06,0.0,2.1980401879413807e-05
110,1-4-5-14-16,b_1001100000000101,0.6613330684455876,-0.6613330684455876,-0.6613330684455876,5,0.3125,8,0.0009765625,0.9844,0.0,0.0,13.6,28.167073151446846,-300.0,32.65175416437761,7.928587767406351e-06,0.0,2.1980401879413807e-05
111,1-4-9-15-16,b_1001000010000011,0.6613330684455876,-0.6613330684455876,-0.6613330684455876,5,0.3125,4,0.00048828125,0.9844,0.0,0.0,13.6,28.167073151446846,-300.0,32.65175416437761,7.92858776740635e-06,0.0,2.1980401879413807e-05
112,1-4-8-13-16,b_1001000100001001,0.6612397820239151,-0.6612397820239151,-0.6612397820239151,5,0.3125,8,0.0009765625,1.0,0.16499870225005545,0.03745898986548595,13.6,28.031609250150176,13.76716986848673,32.65175416437761,7.794573808882722e-06,1.2860945630579207e-06,2.1980401879413807e-05
113,1-4-12-13-16,b_1001000000011001,0.6612397820239151,-0.6612397820239151,-0.6612397820239151,5,0.3125,6,0.000732421875,1.0,0.16499870225005545,0.03745898986548595,13.6,28.031609250150176,13.76716986848673,32.65175416437761,7.794573808882722e-06,1.2860945630579207e-06,2.1980401879413807e-05
114,1-4-13-15-16,b_1001000000001011,0.6612397820239151,-0.6612397820239151,-0.6612397820239151,5,0.3125,9,0.0010986328125,1.0,0.16499870225005545,0.03745898986548595,13.6,28.031609250150176,13.76716986848673,32.65175416437761,7.794573808882722e-06,1.2860945630579207e-06,2.1980401879413807e-05
115,1-4-5-13-16,b_1001100000001001,0.661239782023915,-0.661239782023915,-0.661239782023915,5,0.3125,8,0.0009765625,1.0,0.16499870225005545,0.037458989865485945,13.6,28.03160925015018,13.76716986848673,32.65175416437761,7.794573808882722e-06,1.2860945630579207e-06,2.1980401879413807e-05
116,1-4-9-13-16,b_1001000010001001,0.661239782023915,-0.661239782023915,-0.661239782023915,5,0.3125,6,0.000732421875,1.0,0.16499870225005545,0.037458989865485945,13.6,28.03160925015018,13.76716986848673,32.65175416437761,7.794573808882722e-06,1.2860945630579207e-06,2.1980401879413807e-05
117,1-4-13-14-16,b_1001000000001101,0.661239782023915,-0.661239782023915,-0.661239782023915,5,0.3125,3,0.0003662109375,1.0,0.16499870225005545,0.037458989865485945,13.6,28.03160925015018,13.76716986848673,32.65175416437761,7.794573808882722e-06,1.2860945630579207e-06,2.1980401879413807e-05
118,1-2-4-13-16,b_1101000000001001,0.6612397820239149,-0.6612397820239149,-0.6612397820239149,5,0.3125,3,0.0003662109375,1.0,0.16499870225005545,0.03745898986548594,13.6,28.03160925015018,13.76716986848673,32.65175416437761,7.794573808882722e-06,1.2860945630579207e-06,2.1980401879413807e-05
119,1-3-4-13-16,b_1011000000001001,0.6612397820239149,-0.6612397820239149,-0.6612397820239149,5,0.3125,7,0.0008544921875,1.0,0.16499870225005545,0.03745898986548594,13.6,28.03160925015018,13.76716986848673,32.65175416437761,7.794573808882722e-06,1.2860945630579207e-06,2.1980401879413807e-05
120,1-8-14-16,b_1000000100000101,0.6611266805832712,-0.6611266805832712,-0.6611266805832712,4,0.25,14,0.001708984375,0.9408,0.0,0.0,13.6,27.098974846285607,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
121,1-3-9-16,b_1010000010000001,0.6611266805832711,-0.6611266805832711,-0.6611266805832711,4,0.25,13,0.0015869140625,0.9408,0.0,0.0,13.6,27.098974846285607,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
122,4-5-13-15,b_0001100000001010,0.661126680583271,-0.661126680583271,-0.661126680583271,4,0.25,17,0.0020751953125,0.9408,0.0,0.0,13.6,27.098974846285607,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
123,2-4-12-13,b_0101000000011000,0.6611266805832708,-0.6611266805832708,-0.6611266805832708,4,0.25,15,0.0018310546875,0.9408,0.0,0.0,13.6,27.098974846285607,-300.0,31.84209840998485,6.396475797334533e-06,0.0,1.6474704132698466e-05
124,1-4-8-9-15,b_1001000110000010,0.6573902883181083,-0.6573902883181083,-0.6573902883181083,5,0.3125,1,0.0001220703125,0.9688,0.0,0.0,13.6,28.30226050160229,-300.0,32.65175416437761,8.062601725929983e-06,0.0,2.1980401879413807e-05
125,1-2-8-13-15,b_1100000100001010,0.6573902883181083,-0.6573902883181083,-0.6573902883181083,5,0.3125,4,0.00048828125,0.9688,0.0,0.0,13.6,28.30226050160229,-300.0,32.65175416437761,8.062601725929983e-06,0.0,2.1980401879413807e-05
126,1-3-12-13-14,b_1010000000011100,0.6573902883181083,-0.6573902883181083,-0.6573902883181083,5,0.3125,2,0.000244140625,0.9688,0.0,0.0,13.6,28.302260501602284,-300.0,32.65175416437761,8.062601725929983e-06,0.0,2.1980401879413807e-05
127,2-8-9-13-16,b_0100000110001001,0.6573902883181082,-0.6573902883181082,-0.6573902883181082,5,0.3125,2,0.000244140625,0.9688,0.0,0.0,13.6,28.30226050160229,-300.0,32.65175416437761,8.062601725929983e-06,0.0,2.1980401879413807e-05
128,1-4-5-12-14,b_1001100000010100,0.6573902883181082,-0.6573902883181082,-0.6573902883181082,5,0.3125,2,0.000244140625,0.9688,0.0,0.0,13.6,28.302260501602284,-300.0,32.65175416437761,8.062601725929983e-06,0.0,2.1980401879413807e-05
129,3-5-12-13-16,b_0010100000011001,0.6573902883181082,-0.6573902883181082,-0.6573902883181082,5,0.3125,2,0.000244140625,0.9688,0.0,0.0,13.6,28.302260501602284,-300.0,32.65175416437761,8.062601725929983e-06,0.0,2.1980401879413807e-05
130,3-4-5-14-16,b_0011100000000101,0.6573902883181082,-0.6573902883181082,-0.6573902883181082,5,0.3125,2,0.000244140625,0.9688,0.0,0.0,13.6,28.302260501602284,-300.0,32.65175416437761,8.062601725929983e-06,0.0,2.1980401879413807e-05
131,2-4-9-15-16,b_0101000010000011,0.6573902883181081,-0.6573902883181081,-0.6573902883181081,5,0.3125,7,0.0008544921875,0.9688,0.0,0.0,13.6,28.30226050160229,-300.0,32.65175416437761,8.062601725929981e-06,0.0,2.1980401879413807e-05
132,1-3-11-13,b_1010000000101000,0.6567646007574148,-0.6567646007574148,-0.6567646007574148,4,0.25,13,0.0015869140625,0.906,0.0,0.0,13.6,27.296045176191033,-300.0,31.84209840998485,6.5404509446073246e-06,0.0,1.6474704132698466e-05
133,1-7-13-15,b_1000001000001010,0.6567646007574148,-0.6567646007574148,-0.6567646007574148,4,0.25,7,0.0008544921875,0.906,0.0,0.0,13.6,27.296045176191033,-300.0,31.84209840998485,6.5404509446073246e-06,0.0,1.6474704132698466e-05
134,5-7-13-16,b_0000101000001001,0.6567646007574148,-0.6567646007574148,-0.6567646007574148,4,0.25,12,0.00146484375,0.906,0.0,0.0,13.6,27.296045176191033,-300.0,31.84209840998485,6.540450944607324e-06,0.0,1.6474704132698466e-05
135,6-8-13-16,b_0000010100001001,0.6567646007574148,-0.6567646007574148,-0.6567646007574148,4,0.25,13,0.0015869140625,0.906,0.0,0.0,13.6,27.296045176191033,-300.0,31.84209840998485,6.540450944607324e-06,0.0,1.6474704132698466e-05
136,1-4-9-11,b_1001000010100000,0.6567646007574147,-0.6567646007574147,-0.6567646007574147,4,0.25,11,0.0013427734375,0.906,0.0,0.0,13.6,27.296045176191033,-300.0,31.84209840998485,6.540450944607326e-06,0.0,1.6474704132698466e-05
137,1-4-10-12,b_1001000001010000,0.6567646007574147,-0.6567646007574147,-0.6567646007574147,4,0.25,7,0.0008544921875,0.906,0.0,0.0,13.6,27.296045176191033,-300.0,31.84209840998485,6.540450944607324e-06,0.0,1.6474704132698466e-05
138,4-6-14-16,b_0001010000000101,0.6567646007574147,-0.6567646007574147,-0.6567646007574147,4,0.25,6,0.000732421875,0.906,0.0,0.0,13.6,27.296045176191033,-300.0,31.84209840998485,6.540450944607324e-06,0.0,1.6474704132698466e-05
139,2-4-10-16,b_0101000001000001,0.6567646007574146,-0.6567646007574146,-0.6567646007574146,4,0.25,8,0.0009765625,0.906,0.0,0.0,13.6,27.296045176191033,-300.0,31.84209840998485,6.5404509446073246e-06,0.0,1.6474704132698466e-05
140,1-4-8-9-14-16,b_1001000110000101,0.656207451792594,-0.656207451792594,-0.656207451792594,6,0.375,1,0.0001220703125,0.9932,0.0,0.0,13.6,29.20868097065435,-300.0,32.65175416437761,9.5947136960018e-06,0.0,2.1980401879413807e-05
